book_id,composite_id,original_entry,parsing_confidence,needs_review,verification_notes,topic_changed,price_changed,batch_id,created_at
5629,erstausgaben3_1164_47_79,"LEITGEB, Josef. Von Blumen, Bäumen und Musik. Salzburg Otto Müller 1947. 159 S. OPbd.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5630,erstausgaben3_1165_47_79,"LENZ, Hermann. Schwarze Kutschen. Erzählung. Frankfurt Insel 1990. 188 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5631,erstausgaben3_1166_47_79,"LENZ, Hermann. Herbstlicht. Roman. Frankfurt Insel 1992. 261 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5632,erstausgaben3_1167_47_79,"LENZ, Hermann. Jung und Alt. Erzählung. Frankfurt Insel 1989. 157 S. OLn.m.OU. Neuwertig",high,f,,f,f,,2026-01-26 19:56:38.614712
5633,erstausgaben3_1168_47_79,"LENZ, Hermann. Der Innere Bezirk. Roman in drei Büchern. Frankfurt Insel 1980. 725 S. OLn.m.OU Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5634,erstausgaben3_1169_47_79,"LENZ, Siegfried. Die Klangprobe. Roman. Hamburg Hoffmann und Campe 1990. 383 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5635,erstausgaben3_1170_47_79,"LENZ, Siegfried. Zeit der Schuldlosen. Köln Kiepenheuer & Witsch. 1962. 95 S. Collection Theater 2. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5636,erstausgaben3_1171_47_79,"LENZ, Siegfried. Landesbühne. Hamburg Hoffmann & Campe 2009. 119 S. OOn.m.OU. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5637,erstausgaben3_1172_47_79,"LENZ, Siegfried. Arnes Nachlaß Roman. Hamburg Hoffmann und Campe 1999. 206 S. OLn.m.OU Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5638,erstausgaben3_1173_47_79,"LENZ, Siegfried. Etwas über Namen. Rede zur Verleihung des Thomas-Mann-Preises der Hansestadt Lübeck am 27. April 1985. Mit einer Laudatio Siegried Lenz, der gütige Zweifler von Marcel Reich-Ranicki. Hamburg Hoffmann und Campe 1985. 38 S. OBrosch.",high,f,Typo in subtitle: 'Siegried' should be 'Siegfried',f,f,,2026-01-26 19:56:38.614712
5639,erstausgaben3_1174_47_79,"LERNET-HOLENIA, Alexander. Germanien. Stockholm Bermann-Fischer 1946. 28 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5640,erstausgaben3_1175_48_79,"LERNET-HOLENIA, Alexander. Mayerling. Erzählungen. Jubiläumsausgabe. Hamburg Zsolnay1960. 269 S. OLn.",high,f,,f,f,,2026-01-26 19:56:38.614712
5641,erstausgaben3_1176_48_79,"LERNET-HOLENIA, Alexander. Das Finanzamt. Aufzeichnungen eines Geschädigten. Hamburg Zsolnay 1955. 157 S. OLn.",high,f,,f,f,,2026-01-26 19:56:38.614712
5642,erstausgaben3_1177_48_79,"LERNET-HOLENIA, Alexander. Die Titanen. Gedichte. 2. Auflage. Wien Amandus-Edition 1945. 54 S. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5643,erstausgaben3_1178_48_79,"LERNET-HOLENIA, Alexander. Die vertauschten Briefe. Roman. Hamburg Zsolnay 1958. 204 S. OLn.m.OU",high,f,,f,f,,2026-01-26 19:56:38.614712
5644,erstausgaben3_1179_48_79,"LERNET-HOLENIA, Alexander. Der wahre Werther. Hamburg Zsolnay 1959. 215 S. OLn.m.OU Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5645,erstausgaben3_1180_48_79,"LERNET-HOLENIA, Alexander. Der siebenundzwanzigste November. Erzählungen. Wien Amandus-Edition 1946. 176 S. OLn. Verlagsfrisch",high,f,,f,t,,2026-01-26 19:56:38.614712
5646,erstausgaben3_1181_48_79,"LERNET-HOLENIA, Alexander. Die neue Atlantis. Erzählungen. Berlin S.Fischer 1935. 128 S. OLn.",high,f,,f,t,,2026-01-26 19:56:38.614712
5647,erstausgaben3_1182_48_79,"LERNET-HOLENIA, Alexander . Mona Lisa. Erzählung. Wien Höger 1937. 93 S. OLn. Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
5648,erstausgaben3_1183_48_79,"LERNET-HOLENIA, Alexander. Pilatus. Ein Komplex. Wien Zsolnay 1967. 220. S. OLn.m.OU.Erstausgabe. Sehr gut. 2.Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
5649,erstausgaben3_1184_48_79,"LETTAU, Reinhard. Flucht vor Gästen. Roman. München Hanser 1994. 93 S. OPbd.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5650,erstausgaben3_1185_48_79,"LETTAU, Reinhard. Frühstücksgespräche in Miami. München Hanser 1977. 106 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5651,erstausgaben3_1186_48_79,"LETTAU, Reinhard. Zerstreutes Hinausschaun. Vom Schreiben über Vorgänge in direkter Nähe oder in der Entfernung von Schreibtischen. München Hanser. 1980. 236 S. OBrosch. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5652,erstausgaben3_1187_48_79,"LETTAU, Reinhard. Flucht vor Gästen. Roman. München Hanser. 1994. 93 S. OPbd.m.OU Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5653,erstausgaben3_1188_48_79,"LETTAU, Reinhard. Auftritt Manigs München Hanser 1963. 67 S. Prosa Viva. OLn.m.OU. Neuwertig. Darin noch vier andere Dramatiker mit eigener Seitenzählung.",high,f,,f,f,,2026-01-26 19:56:38.614712
5654,erstausgaben3_1192_48_79,"LIND, Jakov. Angst un Hunger Zwei Hörspiele. Belin Wagenbach 1968. 62 S. Quarthefte",medium,f,Possible typo in place of publication: 'Belin' should likely be 'Berlin',f,f,,2026-01-26 19:56:38.614712
5655,erstausgaben3_1193_48_79,"LIND, Jakov. Der Ofen. Eine Erzählung und sieben Legenden. Salzburg Residenz 1973. 108 S. OLn.m.OU. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5656,erstausgaben3_1194_48_79,"LÖBL, Emil. Verlorene Paradiese. Erinnerungen eines alten Wieners Illustriert von Theo Zasche und Emil Hübl. Wien Rikola 1924. 212 S. OHln. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5657,erstausgaben3_1195_48_79,"LOGOTHETIS, Anestis. Zeichen als Aggregatzustand der Musik. Wien Jugend und Volk 1974. 63 S. Edition Literaturproduzenten. Erstausgabe.",high,f,,f,t,,2026-01-26 19:56:38.614712
5658,erstausgaben3_1196_48_79,"LOTHAR , Ernst. Die Tür geht auf. Notizbuch der Kindheit. Wien Zsolnay 1950 186 S. OLn. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5659,erstausgaben3_1198_48_79,"LÜTHY, Herbert. Nach dem Untergang des Abendlandes. Zeitkritische Essays. Köln Kiepenheuer & Witsch. 1964. 453 S. OPbd.m.OU.",high,f,,f,t,,2026-01-26 19:56:38.614712
5660,erstausgaben3_1199_48_79,"MAIER, Andreas. Klausen. Roman. Frankfurt Suhrkamp 2002. 214 S. OPbd.m.OU Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5661,erstausgaben3_1200_49_79,"MALKOWSKI, Rainer. Was für ein Morgen. Gedichte. Frankfurt Suhrkamp 1975. 81 S. es 792",high,f,,f,f,,2026-01-26 19:56:38.614712
5662,erstausgaben3_1201_49_79,"MANN, Erika. Das letzte Jahr. Bericht über meinen Vater. Frankfurt/Main S. Fischer 1956. 74 S. OPbd. mit Fotos Th.Manns. Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
5663,erstausgaben3_1202_49_79,"MANN, Golo. Thomas Mann. Erinnerungen an meinen Vater. Thomas Mann in Übersetzungen Bibliographie. Bonn Inter Nationes 1965. 61 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5664,erstausgaben3_1203_49_79,"MANN, Golo. Wilhelm II. München Scherz Verlag 1964. 77 S. Mit zahlr.Abb. OLn.m.OU.",high,f,,f,t,,2026-01-26 19:56:38.614712
5665,erstausgaben3_1204_49_79,"MANN, Heinrich. Geist und Tat. Franzosen 1780 – 1930. Berlin Kiepenheuer 1931. 301 S. OBrosch. Sehr gut erhalten",high,f,,f,t,,2026-01-26 19:56:38.614712
5666,erstausgaben3_1205_49_79,"MANN, Heinrich. Flöten und Dolche. Novellen. Buchschmuck von Th.Th.Heine. München. Albert Langen 1905. 143 S. OHln. Rückentitel in Gold. Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
5667,erstausgaben3_1206_49_79,"MANN, Heinrich. Die Rückkehr vom Hades. Novellen. Leipzig Insel 1911. HLn.d.Zt.mit Rückenschild. Gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
5668,erstausgaben3_1207_49_79,"MANN, Heinrich. Liliane und Paul Novelle. Berlin Zsolnay 1926. 111 S. OLn. Durchgehender Wasserfleck im unteren Bereich. 2.Ex. Neuwertig",high,f,,f,f,,2026-01-26 19:56:38.614712
5669,erstausgaben3_1208_49_79,"MANN, Heinrich. Mutter Marie. Roman. Berlin Zsolnay 1927. 246 S. OLn. Rücken etwas abgegriffen, Ecken bestoßen, aber schönes Ex. mit goldgeprägtem Rücken.",high,f,,f,t,,2026-01-26 19:56:38.614712
5670,erstausgaben3_1209_49_79,"MANN, Heinrich. Sieben Jahre. Chronik der Gedanken und Vorgänge. 1. -5. Tausend Berlin Zsolnay Verlag 1929. 558 S. OLn.mit Lesebändhen. Sehr gut erhalten 3 Ex.",high,f,,f,t,,2026-01-26 19:56:38.614712
5671,erstausgaben3_1210_49_79,"MANN, Heinrich. Eugenie oder die Bürgerzeit. Roman. Berlin Zsolnay 1928. 319 S. Gesammelte Werke. OLn. Etwas schiefgelesen. Gut erhalten.2. Ex. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5672,erstausgaben3_1211_49_79,"MANN, Heinrich. Der Hass. Deutsche Zeitgeschichte. Amsterdam Querido 1933. 235 S. Erste Ausgabe. OLn.m.OU. Umschlag beschädigt, Gebrauchsspuren. Gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
5673,erstausgaben3_1212_49_79,"MANN, Heinrich. Die Welt der Herzen. Novellen. Berlin Kiepenheuer 1932. 342 S. 1.-6. Tausend. OBrosch. Sehr gut. 2 Ex. OLn.",medium,f,Entry mentions both OBrosch and OLn formats which seems inconsistent - may indicate different binding states of the 2 copies,f,f,,2026-01-26 19:56:38.614712
5674,erstausgaben3_1213_49_79,"MANN, Thomas. Bekenntnisse des Hochstaplers Felix Krull. Amsterdam Querido Verlag 1948. 189 S. Erweitert gegenüber der Fassung von 1937. OLn.m.OU.",high,f,,f,t,,2026-01-26 19:56:38.614712
5675,erstausgaben3_1214_49_79,"MANN, Thomas. Sieben Aufsätze. Mit einer Einleitung für den Schulgebrauch von Ulrich Peters. 1. Bs 10. Aufl. Berlin S. Fischer 1929. 110 S. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5676,erstausgaben3_1215_49_79,"MANN, Thomas. Bekenntnisse des Hochstaplers Felix Krull. Amsterdam Querido 1937. 177 S. HLn.d.Zt.",high,f,,f,t,,2026-01-26 19:56:38.614712
5677,erstausgaben3_1216_49_79,"MANN, Thomas. Leiden und Größe der Meister. Neue Aufsätze. Berlin S. Fischer 1935. 270 S. Gesammelte Werke OBrosch.",high,f,,f,t,,2026-01-26 19:56:38.614712
5678,erstausgaben3_1217_49_79,"MANN, Thomas. Das Wunderkind. Novellen. Berlin S. Fischer 1914. 116 S. OLn.d.Zt. Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
5679,erstausgaben3_1219_49_79,"MANN, Thomas. Bekenntnisse des Hochstaplers Felix Krull. Der Memoiren erster Teil. Frankfurt S.Fischer 1954. Erstes bis zwanzigstes Tausend.441 S. Stockholmer Gesamtausgabe der Werke von Thomas Mann. OLn. Sehr gut erhalten. Alles Erschienene!",high,f,,f,t,,2026-01-26 19:56:38.614712
5680,erstausgaben3_1220_49_79,"MANN, Thomas. Tonio Kröger. Illustriert von Erich M. Simon. Berlin S. Fischer (1913) 122 S. Kl-8°. OLn.d.Zt. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
5681,erstausgaben3_1222_49_79,"MANN, Thomas. An Ernst Bertram. Briefe aus den Jahren 1910 – 1955. Pfullingen Neske 1960. Erste Auflage. 315 S. OLn m.OU. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
5682,erstausgaben3_1223_49_79,"MANN, Thomas. Die Betrogene. Erzählung. Frankfurt/Main S. Fischer 1953. 126 S. Erstes bis fünfzehntes Tausend. OLn.m.OU. Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
5683,erstausgaben3_1225_50_79,"MANN, Thomas. Die vertauschten Köpfe. Eine indische Legende. Stockholm Bermann-Fischer 1940. 230 S. OLn. Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
5684,erstausgaben3_1226_50_79,"MANN, Thomas. Herr und Hund. Gesang vom Kindchen. Zwei Idyllen. Berlin S. Fischer 1919. 190 S. Erste bis zwanzigste Auflage. Ill.OLn. Sehr gut.2.Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
5685,erstausgaben3_1228_50_79,"MANN, Thomas. Sein Leben und sein Werk von Arthur Eloesser. Berlin S. Fischer 1925. Erste Auflage. Mit Bildnis Thomas Mann. OLn. M. Goldschnitt. Sehr gut.",high,f,"Entry appears to be about a biography of Thomas Mann by Arthur Eloesser, published by the well-known German publisher S. Fischer. All details are consistent with known bibliographic information.",f,t,,2026-01-26 19:56:38.614712
5686,erstausgaben3_1229_50_79,"MANN, Thomas. Versuch über Schiller. Berlin S. Fischer 1955.103 S. Ill.OPbd. Erste Ausgabe in 3 Exemplaren. Alle etwas berieben.",high,f,,f,f,,2026-01-26 19:56:38.614712
5687,erstausgaben3_1230_50_79,"MARON, Monika. Ach Glück. Roman. Frankfurt S.Fischer 2007. 217 S. OPbd.mit Lesebändchen Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5688,erstausgaben3_1231_50_79,"MARON, Monika. Pawels Briefe. Eine Familiengeschichte. Frankfurt S.Fischer 1999. 204. Mit Abb. OLn.m.OU und Lesebändchen. Verlagsfrisch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5689,erstausgaben3_1232_50_79,"MARTI, Kurt. Bürgerliche Geschichten. Darmstadt 1983. 130 S. Sammlung Luchterhand 461",high,f,,f,f,,2026-01-26 19:56:38.614712
5690,erstausgaben3_1233_50_79,"MAUTHE, Jörg. Des Narren Abenteuer und Meinungen. Wien Wiener Verlag 1947. 69 S. OPbd. 2 Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
5691,erstausgaben3_1234_50_79,"MAUTHNER, Fritz. Jacobis Spinoza Büchlein nebst Replik und Duplik. München Georg Müller 1912. XXVII, 344 SS. Erstausgabe. Originalhalblederband. Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
5692,erstausgaben3_1237_50_79,"MAYRÖCKER, Friederike. Gala des Messers auf einer Bettdecke. Abbidlungen von Linde Waber. 14 Bll. in einer Mappe. Jahresgabe der Wiener Bibliophilen-Gesellschaft für das Jahr 1997. 300 num. Ex. mit der Nr. 213.",high,f,Typo detected: 'Abbidlungen' should be 'Abbildungen',f,f,,2026-01-26 19:56:38.614712
5693,erstausgaben3_1238_50_79,"MAYRÖCKER, Friederike. Arie auf tönernen Füszen. Metaphysisches Theater. Neuwied und Darmstadt Luchterhand 1972. 79 S. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5694,erstausgaben3_1239_50_79,"MAYRÖCKER, Friederike. Gesammelte Gedichte 1939-2003. Herausgegeben von Marcel Beyer. Frankfurt Suhrkamp 2004. 855 S. OPbd. m. OU.",high,f,,f,t,,2026-01-26 19:56:38.614712
5695,erstausgaben3_1240_50_79,"MAYRÖCKER, Friederike. Magische Blätter VI. Frankfurt Suhrkamp 2007. 295 S. es TB",high,f,,f,f,,2026-01-26 19:56:38.614712
5696,erstausgaben3_1242_50_79,"MAYRÖCKER, Friederike. Das Herzzereißende der Dinge. Frankfurt Suhrkamp 1985. 164 S. OBrosch. 2. Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
5697,erstausgaben3_1243_50_79,"MAYRÖCKER, Friederike. Die Abschiede. Frankfurt Suhrkamp 1980. 258 S. OLn.m.OU. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5698,erstausgaben3_1244_50_79,"MAYRÖCKER, Friederike. Fleurs. Frankfurt Suhrkamp 2016. 150 S. OPbd. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5699,erstausgaben3_1245_50_79,"MAYRÖCKER, Friederike. Rot ist unten. Wien Jugend und Volk 1977 93 S. Opbd. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5700,erstausgaben3_1246_50_79,"MAYRÖCKER, Friederike. Mein Herz mein Zimmer mein Name. Frankfurt Suhrkamp Verlag 1988. 336 S. OLn.m.OU. Sehr gut erhalten. 2 Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
5701,erstausgaben3_1247_50_79,"MAYRÖCKER, Friederike. Und ich schüttelte einen Liebling. Frankfurt Suhrkamp Verlag 2005. 237 S. OLn.m.OU. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5702,erstausgaben3_1248_50_79,"MAYRÖCKER, Friederike. Cahier. Frankfurt Suhrkamp 2014. 191 S. OPbd. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5703,erstausgaben3_1249_50_79,"MAYRÖCKER, Friederike. Das bessere Alter. Gedichte 1986 – 1991. Frankfurt Suhrkamp 1992. 165 S. OLn.m.OU. Verlagsfrisch",high,f,,f,t,,2026-01-26 19:56:38.614712
5704,erstausgaben3_1251_51_79,"MAYRÖCKER, Friederike. Requiem für Ernst Jandl. Frankfurt Suhrkamp 2001. 44 S. OBrosch. Erstausgabe. Neu",high,f,,f,t,,2026-01-26 19:56:38.614712
5705,erstausgaben3_1253_51_79,"MAYRÖCKER, Friederike und Angelika KAUFMANN. Sneke Weitra Bibliothek der Provinz. Mit ganzs. Ill. OPb. Neu.",medium,f,"Entry appears incomplete - missing publisher, place, year, and other publication details typical for a complete bibliographic record",f,f,,2026-01-26 19:56:38.614712
5706,erstausgaben3_1255_51_79,"MECKEL, Christoph. Von den Luftgeschäften der Poesie. Frankfurter Vorlesungen. Frankfurt Suhrkamp 1989. 119 S. es.",high,f,,f,f,,2026-01-26 19:56:38.614712
5707,erstausgaben3_1256_51_79,"MECKEL, Christoph. Im Land der Umbramauten. Stuttgart DVA 1961. 168 S. OBrosch. Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
5708,erstausgaben3_1257_51_79,"MEISTER, Ernst. Wandloser Raum. Gedichte. Darmstadt Luchterhand 1979. 71 S. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5709,erstausgaben3_1265_51_79,"MENASSE, Robert. Hysterien und andere historische Irrtümer. Mit einem Nachwort von Rüdiger Wischenbart. Wien Sonderzahl 1996. 89 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5710,erstausgaben3_1266_51_79,"MENASSE, Robert. Der europäische Landbote. Die Wut der Bürger und der Friede Europas oder Warum die geschenkte Demokratie einer erkämpften weichen muss. Wien Zsolnay 2012. 110 S. OPbd.m.OU. Verlagsfrisch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5711,erstausgaben3_1267_51_79,"MENASSE, Robert. Don Juan de la Mancha oder Die Erziehung der Lust. Roman Frankfurt Suhrkamp 2007. 273 S. OPbd.m.OU. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5712,erstausgaben3_1268_51_79,"MENASSE, Robert. Phänomenologie der Entgeisterung. Geschichte des verschwindenden Wissens. Frankfurt Suhrkamp 1995. 86 S. st 2389 TB 2 Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
5713,erstausgaben3_1269_51_79,"MENASSE, Robert. Das Paradies der Ungeliebten. Ein Schauspiel. Frankfurt Suhrkamp 2006. 115 S. es 2490",high,f,,f,f,,2026-01-26 19:56:38.614712
5714,erstausgaben3_1270_51_79,"MENASSE, Robert. Das war Österreich. Gesammelte Essays zum Land ohne Eigenschaften. Herausgegeben von Eva Schörkhuber. Frankfurt Suhrkamp 2005. 455 S. OKart. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5715,erstausgaben3_1271_51_79,"MENASSE, Robert. Die Vertreibung aus der Hölle. Roman. Frankfurt Suhrkamp 2001. 492 S. OPbd.m.OU. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5716,erstausgaben3_1272_51_79,"MENASSE, Robert. Ich kann jeder sagen. Erzählungen vom Ende der Nachkriegsordnung. Frankfurt Suhrkamp 2009. 185 S. OLn.m.OU. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
5717,erstausgaben3_1273_51_79,"MENASSE, Robert. Schubumkehr. Roman. Salzburg Residenz Verlag 1995. 195 S. Opbd.m.OU. Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5718,erstausgaben3_1274_51_79,"MERKEL, Inge. Aus den Geleisen. Roman. Salzburg Residenz 1994. 279 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5719,erstausgaben3_1275_52_79,"MERKEL, Inge. Zypressen. Drei Erzählungen. Salzburg Residenz 1983. 147 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
5720,erstausgaben3_1276_52_79,"MERKEL, INGE. Die letzte Posaune. Roman Salzburg Residenz 1985. 403 S. OLn.m.OU. Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5721,erstausgaben3_1277_52_79,"MERKEL, Inge. Das große Spektakel. Eine todernste Geschichte, von Windeiern aufgelockert. Roman. Salzburg. Residenz.1990 479 S OLn.m.OU.Verlagsfrisch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5722,erstausgaben3_1278_52_79,"MERKEL, Inge. Das andere Gesicht. Roman. Salzburg Residenz 1982. 313 S. OLOn.m.OU. Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5723,erstausgaben3_1279_52_79,"MERKEL, Inge. Zypressen. Drei Erzählungen. Salzburg Jung und Jung.2004. 147 S. OPb.m.OU. Verlagsfrisch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5858,esoterik_32_2_3,"KEMMERICH, Max. Das Weltbild des Mystikers. Leipzig Stein-Verlag 1926. 374 S. OLn.m.OU.",high,f,"",f,f,,2026-01-26 19:56:38.614712
5724,erstausgaben3_1280_52_79,"MERKEL, Inge. Eine ganz gewöhnliche Ehe. Odysseus und Penelope. Roman. Salzburg Residenz 1987. 429 S. OLn.m.OU. Neuwertig",high,f,,f,f,,2026-01-26 19:56:38.614712
5725,erstausgaben3_1281_52_79,"MERZ, Carl. Alles gerettet. Und Helmut Qualtinger. Der Ringtheaterbrand-Prozeß. München Langen-Müller 1963. Mit einem Geleitwort von Oscar Fritz Schuh. 83 S. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5726,erstausgaben3_1282_52_79,"MERZ, Carl/Helmut QUALTINGER. Blattl vor`m Mund. Mit einem Vorwort von Hans Weigel. München Langen/Müller 1959. 92 S. Mit Zeichnungen von Rudolf Angerer. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5727,erstausgaben3_1284_52_79,"MILLESI, Hanno. Der Nachzügler. Wien Luftschacht 2008. 203 S. OLn.m.OU und Lesebändchen.",high,f,,f,f,,2026-01-26 19:56:38.614712
5728,erstausgaben3_1285_52_79,"MILLESI, Hanno. Mythenmacher. Wien Luftschacht 2005. 188 S. OBd.m.OU. Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5729,erstausgaben3_1286_52_79,"MITGUTSCH, Anna. Erinnern und Erfinden. Grazer Poetik-Vorlesungen. Graz Droschl 1999. 163 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5730,erstausgaben3_1287_52_79,"MITGUTSCH, Waltraud Anna. In fremden Städten. Roman. Hamburg Luchterhand Literaturverlag 1992. 246 S. Opbd.m.OU Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
5731,erstausgaben3_1288_52_79,"MITSCHERLICH, Alexander. Die Unwirklichkeit unserer Städte. Anstiftung zum Unfrieden. Erstausgabe. Frankfurt Suhrkamp 1965. 1. – 12. Tausend. 160 S. es 123",high,f,,f,f,,2026-01-26 19:56:38.614712
5732,erstausgaben3_1289_52_79,"MITTERER, Felix. Der Patriot. Ein-Mann-Stück. Innsbruck-Wien Haymon 2008. 84 S. OPbd.",high,f,,f,f,,2026-01-26 19:56:38.614712
5733,erstausgaben3_1290_52_79,"MITTERER, Felix. In der Löwengrube. Ein Theaterstück und sein historischer Hintergrund. Innsbruck Haymon 1998. 142 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
5734,erstausgaben3_1291_52_79,"MITTERER, Felix. Der Narr von Wien. Aus dem Leben des Dichters Peter Altenberg. Ein Drehbuch. Salzburg Residenz Fernsehspiel-Bibliothek. 1982. 99 S. OLn.m.OU",high,f,,f,f,,2026-01-26 19:56:38.614712
5735,erstausgaben3_1292_52_79,"MITTERER, Felix. Abraham. Stück über eine Liebe. Innsbruck Haymon 1993. 79 S. OLn.m.OU Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
5736,erstausgaben3_1293_52_79,"MITTERER, Felix. Die Beichte. Theaterstück. Innsbruck Haymon 2004. 77 S. OKart.",high,f,,f,f,,2026-01-26 19:56:38.614712
5737,erstausgaben3_1300_53_79,"MORGENSTERN, Christian. Alles um des Menschen Willen. Gesammelte Briefe. Auswahl und Nachwort von Margareta Morgenstern. München Piper 1962. 440 S. OLn.m.OU Sehr gut. EA.",high,f,,f,t,,2026-01-26 19:56:38.614712
5738,erstausgaben3_1302_53_79,"MORGENSTERN, Soma. Die Blutsäule. Zeichen und Wunder am Sereth. Herausgegeben und mit einem Nachwort versehen von Ingolf Schulte. Lüneburg zu Klampen 1997. 198 S. OLn.m.OU Erste Auflage. Verlagsfrisch",high,f,,f,t,,2026-01-26 19:56:38.614712
5739,erstausgaben3_1303_53_79,"MORGENSTERN, Soma. Alban Berg und seine Idole Erinnerungen und Biefe. Lüneburg zu Klampen 1995. 408 S. OLn.m.OU Erste Auflage",high,f,Possible typo in title: 'Biefe' should likely be 'Briefe',f,t,,2026-01-26 19:56:38.614712
5740,erstausgaben3_1304_53_79,"MORGNER, Irmtraud. Das schöne und das Tier. Eine Liebesgeschichte. Frankfurt Luchterhand 1991. 38 S. Buntes OLn.",high,f,,f,f,,2026-01-26 19:56:38.614712
5741,erstausgaben3_1305_53_79,"MORITZ, Karl Philipp. Das KARL PHILIPP MORITZ-ABC. Anregung zur Sprach-, Denk- und Menschenkunde. Herausgegeben von Lothar Müller. Frankfurt/Main Eichborn 2006. Orig.ill.Pbd. m.ill.OU 431 S. Ungelesen",high,f,,f,t,,2026-01-26 19:56:38.614712
5742,erstausgaben3_1306_53_79,"MORITZ, Karl Philipp. Die neue Cecilia. Faksimiledruck der Originalausgabe von 1794. Mit einem Nachwort von Hans Joachim Schrimpf. Stuttgart Metzler 1962. 94.S. OPbd. Ungelesen.",high,f,,f,t,,2026-01-26 19:56:38.614712
